waveform	ACC1_X	ACC1_Y	ACC2_X
t0	12/22/2016  16:29:28.870620	12/22/2016  16:29:28.870641	12/22/2016  16:29:28.870662
delta t	0.010000	0.010000	0.010000

time	ACC1_X	ACC1_Y	ACC2_X
12/22/2016  16:29:30.800620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:30.810620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:30.820620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:30.830620	1.640469E+0	1.294138E+0	1.579332E+0
12/22/2016  16:29:30.840620	1.650661E+0	1.294138E+0	1.579332E+0
12/22/2016  16:29:30.850620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:30.860620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:30.870620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:30.880620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:30.890620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:30.900620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:30.910620	1.640469E+0	1.294138E+0	1.579332E+0
12/22/2016  16:29:30.920620	1.640469E+0	1.294138E+0	1.579332E+0
12/22/2016  16:29:30.930620	1.640469E+0	1.294138E+0	1.579332E+0
12/22/2016  16:29:30.940620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:30.950620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:30.960620	1.650661E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:30.970620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:30.980620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:30.990620	1.650661E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:31.000620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:31.010620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:31.020620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:31.030620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:31.040620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:31.050620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:31.060620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:31.070620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:31.080620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:31.090620	1.640469E+0	1.294138E+0	1.579332E+0
12/22/2016  16:29:31.100620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:31.110620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:31.120620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:31.130620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:31.140620	1.650661E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:31.150620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:31.160620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:31.170620	1.640469E+0	1.304330E+0	1.589523E+0
12/22/2016  16:29:31.180620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:31.190620	1.640469E+0	1.304330E+0	1.579332E+0
12/22/2016  16:29:31.200620	1.640469E+0	1.304330E+0	1.579332E+0
